"INCIDENT_ID","FIRST_OCCURENCE_DATE","LAST_OCCURENCE_DATE","REPORT_DATE","INCIDENT_ADDRESS","GEO_X","GEO_Y","DISTRICT_ID","PRECINCT_ID","OFFENSE_CODE","OFENSE_TYPE_ID","OFENSE_CATEGORY_ID","MJ_RELATION_TYPE","SIZE_QTY_LBS","SIZE_QTY_GRAMS","RECORD_CREATED_DATETIME","RECORD_UPDATED_DATETIME"
"2016568628","9/4/2016 12:00:00 AM","9/5/2016 12:00:00 AM","9/5/2016 12:00:00 AM","1626 S SHERIDAN BLVD                              ","3125844.00","1675522.00","4","421","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016571223","9/5/2016 12:00:00 AM","9/5/2016 12:00:00 AM","9/6/2016 12:00:00 AM","5231 N MONROE ST                                  ","3155803.00","1714030.00","2","212","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"2016575378","9/8/2016 12:00:00 AM","9/8/2016 12:00:00 AM","9/8/2016 12:00:00 AM","505 N BRYANT ST                                   ","3135352.00","1688992.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016580819","9/10/2016 12:00:00 AM","9/10/2016 12:00:00 AM","9/10/2016 12:00:00 AM","2724 N CLAYTON ST                                 ","3153364.00","1700796.00","2","213","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","NON-INDUSTRY","","","",""
"2016585447","9/12/2016 12:00:00 AM","9/12/2016 12:00:00 AM","9/12/2016 12:00:00 AM","4935 N YORK ST                                    ","3151866.00","1711453.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016589466","9/14/2016 12:00:00 AM","9/14/2016 12:00:00 AM","9/14/2016 12:00:00 AM","399 S HARRISON ST                                 ","3157075.00","1683778.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016590245","9/14/2016 12:00:00 AM","9/14/2016 12:00:00 AM","9/14/2016 12:00:00 AM","E 1ST AVE / N BROADWAY ST                         ","3144170.00","1686948.00","3","311","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2016596160","9/17/2016 12:00:00 AM","9/17/2016 12:00:00 AM","9/17/2016 12:00:00 AM","399 S HARRISON ST                                 ","3157075.00","1683778.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016599721","9/18/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/19/2016 12:00:00 AM","800 BLOCK S MONACO ST                             ","3165338.00","1681156.00","3","322","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"20166002989","3/28/2016 12:00:00 AM","3/28/2016 12:00:00 AM","3/29/2016 12:00:00 AM","4800 N NOME ST                                    ","3181976.00","1711226.00","5","511","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"20166003908","4/24/2016 12:00:00 AM","4/24/2016 12:00:00 AM","4/25/2016 12:00:00 AM","4800 N NOME ST                                    ","3181976.00","1711226.00","5","511","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"20166004916","5/24/2016 12:00:00 AM","5/24/2016 12:00:00 AM","5/24/2016 12:00:00 AM","2001 S BROADWAY ST                                ","3144120.00","1673026.00","3","313","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"20166007704","8/6/2016 12:00:00 AM","8/6/2016 12:00:00 AM","8/7/2016 12:00:00 AM","24200 E 78TH AVE                                  ","3222676.00","1730599.00","7","759","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","","","",""
"2016601396","9/19/2016 12:00:00 AM","9/19/2016 12:00:00 AM","9/19/2016 12:00:00 AM","5569 N JERICHO CT                                 ","3210938.00","1716217.00","5","523","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2016603620","9/18/2016 12:00:00 AM","9/18/2016 12:00:00 AM","9/20/2016 12:00:00 AM","2863 LARIMER ST                                   ","3145609.00","1702627.00","2","211","2503    ","FORGERY - COUNTERFEIT OF OBJ","All Other Crimes","INDUSTRY","","","",""
"2016605270","9/21/2016 12:00:00 AM","9/21/2016 12:00:00 AM","9/21/2016 12:00:00 AM","5101 E COLFAX AVE                                 ","3160761.00","1695051.00","2","222","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016605606","9/21/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/21/2016 12:00:00 AM","3000 BLOCK N FIFE CT                              ","3135478.00","1702472.00","1","113","1212    ","ROBBERY - CAR JACKING","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2016606162","9/21/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/21/2016 12:00:00 AM","2675 W 38TH AVE                                   ","3134819.00","1705508.00","1","111","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","INDUSTRY","","","",""
"2016606308","9/21/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/21/2016 12:00:00 AM","4975 N VASQUEZ BLVD                               ","3155551.00","1711955.00","2","212","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","INDUSTRY","","","",""
"2016608985","9/9/2016 12:00:00 AM","9/9/2016 12:00:00 AM","9/22/2016 12:00:00 AM","1798 W MISSISSIPPI AVE                            ","3138325.00","1678939.00","4","422","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2016611035","9/19/2016 12:00:00 AM","9/19/2016 12:00:00 AM","9/23/2016 12:00:00 AM","1178 S KALAMATH ST                                ","3140643.00","1678536.00","4","422","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2016614701","9/25/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/25/2016 12:00:00 AM","1568 S FEDERAL BLVD                               ","3133861.00","1675958.00","4","422","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"2016616641","9/26/2016 12:00:00 AM","9/26/2016 12:00:00 AM","9/26/2016 12:00:00 AM","7289 E HAMPDEN AVE                                ","3167907.00","1663479.00","3","323","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201661867","1/29/2016 12:00:00 AM","1/29/2016 12:00:00 AM","1/29/2016 12:00:00 AM","1861 S JACKSON ST                                 ","3156636.00","1674038.00","3","314","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016619671","9/26/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/27/2016 12:00:00 AM","577 S JASON ST                                    ","3140880.00","1682492.00","4","412","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2016621620","9/28/2016 12:00:00 AM","9/28/2016 12:00:00 AM","9/28/2016 12:00:00 AM","1885 W DARTMOUTH AVE                              ","3138182.00","1666392.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016623996","9/29/2016 12:00:00 AM","9/29/2016 12:00:00 AM","9/29/2016 12:00:00 AM","2342 N OGDEN ST                                   ","3147833.00","1699054.00","2","211","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016624261","9/29/2016 12:00:00 AM","9/29/2016 12:00:00 AM","9/29/2016 12:00:00 AM","4495 N WASHINGTON ST                              ","3146216.00","1708700.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016625277","9/29/2016 12:00:00 AM","1/1/1900 12:00:00 AM","9/29/2016 12:00:00 AM","N MARIPOSA ST / W 37TH AVE                        ","3139720.00","1705026.00","1","113","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","INDUSTRY","","","",""
"2016630926","10/2/2016 12:00:00 AM","10/2/2016 12:00:00 AM","10/2/2016 12:00:00 AM","1115 S BANNOCK ST                                 ","3143433.00","1678882.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016635813","10/4/2016 12:00:00 AM","1/1/1900 12:00:00 AM","10/4/2016 12:00:00 AM","2154 S JASON ST                                   ","3140991.00","1672049.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016638187","10/4/2016 12:00:00 AM","10/4/2016 12:00:00 AM","10/5/2016 12:00:00 AM","3845 N HIGH ST                                    ","3150382.00","1706137.00","2","211","2202    ","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","","","",""
"2016639543","10/5/2016 12:00:00 AM","10/5/2016 12:00:00 AM","10/5/2016 12:00:00 AM","1454 N SYRACUSE ST                                ","3169185.00","1694813.00","2","223","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","NON-INDUSTRY","","","",""
"2016644670","10/8/2016 12:00:00 AM","10/8/2016 12:00:00 AM","10/8/2016 12:00:00 AM","1885 W DARTMOUTH AVE                              ","3138182.00","1666392.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016646481","10/9/2016 12:00:00 AM","1/1/1900 12:00:00 AM","10/9/2016 12:00:00 AM","2830 N HIGH ST                                    ","3150589.00","1701287.00","2","211","0912","HOMICIDE - OTHER","Murder","NON-INDUSTRY","","","",""
"2016646481","10/9/2016 12:00:00 AM","1/1/1900 12:00:00 AM","10/9/2016 12:00:00 AM","2830 N HIGH ST                                    ","3150589.00","1701287.00","2","211","1315","AGGRAVATED ASSAULT","Agg ASLT-Firearm","NON-INDUSTRY","","","",""
"2016646481","10/9/2016 12:00:00 AM","1/1/1900 12:00:00 AM","10/9/2016 12:00:00 AM","2830 N HIGH ST                                    ","3150589.00","1701287.00","2","211","3563    ","DRUG - MARIJUANA CULTIVATION","Drug Offenses","NON-INDUSTRY","","","",""
"2016646755","10/9/2016 12:00:00 AM","10/9/2016 12:00:00 AM","10/9/2016 12:00:00 AM","3210 W LAYTON AVE                                 ","3132869.00","1654413.00","4","423","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"201664689","1/30/2016 12:00:00 AM","1/30/2016 12:00:00 AM","1/30/2016 12:00:00 AM","1800 S BROADWAY ST                                ","3144343.00","1674371.00","3","313","2305    ","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","","","",""
"2016648048","10/8/2016 12:00:00 AM","10/9/2016 12:00:00 AM","10/9/2016 12:00:00 AM","324 S LEYDEN ST                                   ","3164614.00","1684229.00","3","322","2399    ","THEFT - OTHER","Larceny","NON-INDUSTRY","","","",""
"2016664449","10/17/2016 12:00:00 AM","10/17/2016 12:00:00 AM","10/17/2016 12:00:00 AM","2621 S FEDERAL BLVD                               ","3133587.00","1669407.00","4","421","1315","AGGRAVATED ASSAULT","Agg ASLT-Firearm","NON-INDUSTRY","","","",""
"2016666072","10/17/2016 12:00:00 AM","10/17/2016 12:00:00 AM","10/17/2016 12:00:00 AM","5000 E 41ST AVE                                   ","3160305.00","1706930.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201666719","2/1/2016 12:00:00 AM","2/1/2016 12:00:00 AM","2/1/2016 12:00:00 AM","5050 N YORK ST                                    ","3152054.00","1712498.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016669500","10/19/2016 12:00:00 AM","10/19/2016 12:00:00 AM","10/19/2016 12:00:00 AM","1301 N MARION ST                                  ","3148501.00","1693749.00","6","622","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016678007","10/22/2016 12:00:00 AM","10/22/2016 12:00:00 AM","10/22/2016 12:00:00 AM","5110 N RACE ST                                    ","3150881.00","1712463.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016678496","10/22/2016 12:00:00 AM","10/23/2016 12:00:00 AM","10/23/2016 12:00:00 AM","1133 N BANNOCK ST                                 ","3143321.00","1692796.00","6","611","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016688150","10/13/2016 12:00:00 AM","10/24/2016 12:00:00 AM","10/27/2016 12:00:00 AM","1135 S JASON ST                                   ","3140880.00","1678789.00","4","422","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2016692084","10/28/2016 12:00:00 AM","1/1/1900 12:00:00 AM","10/28/2016 12:00:00 AM","260 N SANTA FE DR                                 ","3141128.00","1687684.00","3","311","1202    ","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","","","",""
"2016693215","10/29/2016 12:00:00 AM","10/29/2016 12:00:00 AM","10/29/2016 12:00:00 AM","4495 N WASHINGTON ST                              ","3146266.00","1708665.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016703787","11/2/2016 12:00:00 AM","1/1/1900 12:00:00 AM","11/2/2016 12:00:00 AM","6359 E EVANS AVE                                  ","3164786.00","1672602.00","3","322","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2016705609","11/2/2016 12:00:00 AM","11/2/2016 12:00:00 AM","11/3/2016 12:00:00 AM","3416 W GILL PL                                    ","3131804.00","1681900.00","4","412","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016731454","11/14/2016 12:00:00 AM","11/15/2016 12:00:00 AM","11/15/2016 12:00:00 AM","2675 S SANTA FE DR                                ","3141308.00","1668710.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"20167346652","11/16/2016 12:00:00 AM","11/16/2016 12:00:00 AM","11/16/2016 12:00:00 AM","2175 S HIGH ST                                    ","3150428.00","1671926.00","3","313","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016734836","11/16/2016 12:00:00 AM","1/1/1900 12:00:00 AM","11/16/2016 12:00:00 AM","4125 N ELATI ST                                   ","3142294.00","1706924.00","1","112","3560    ","DRUG - MARIJUANA SELL","Drug Offenses","INDUSTRY","","","",""
"2016736303","11/17/2016 12:00:00 AM","11/17/2016 12:00:00 AM","11/17/2016 12:00:00 AM","2071 S DOWNING ST                                 ","3148124.00","1672610.00","3","313","2202    ","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","","","",""
"2016736487","11/17/2016 12:00:00 AM","11/17/2016 12:00:00 AM","11/17/2016 12:00:00 AM","2675 S SANTA FE DR                                ","3141308.00","1668710.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016738903","11/18/2016 12:00:00 AM","11/18/2016 12:00:00 AM","11/18/2016 12:00:00 AM","12005 E 37TH AVE                                  ","3183269.00","1705391.00","5","512","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016744261","11/20/2016 12:00:00 AM","11/20/2016 12:00:00 AM","11/20/2016 12:00:00 AM","4359 N CLAUDE CT                                  ","3151618.00","1708543.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016744755","11/21/2016 12:00:00 AM","11/21/2016 12:00:00 AM","11/21/2016 12:00:00 AM","2001 S BROADWAY ST                                ","3144120.00","1673026.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016749275","11/23/2016 12:00:00 AM","11/23/2016 12:00:00 AM","11/23/2016 12:00:00 AM","4400 E EVANS AVE                                  ","3158749.00","1672408.00","3","314","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016749300","11/23/2016 12:00:00 AM","11/23/2016 12:00:00 AM","11/23/2016 12:00:00 AM","1075 S FOX ST                                     ","3142162.00","1679212.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201674971","2/4/2016 12:00:00 AM","2/5/2016 12:00:00 AM","2/5/2016 12:00:00 AM","2394 S BROADWAY ST                                ","3144328.00","1670502.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016753176","11/25/2016 12:00:00 AM","11/25/2016 12:00:00 AM","11/25/2016 12:00:00 AM","380 N QUIVAS ST                                   ","3138698.00","1688328.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016754728","11/25/2016 12:00:00 AM","11/26/2016 12:00:00 AM","11/26/2016 12:00:00 AM","4750 N NOME ST                                    ","3182025.00","1710903.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016754783","11/26/2016 12:00:00 AM","1/1/1900 12:00:00 AM","11/26/2016 12:00:00 AM","3955 N ONEIDA ST                                  ","3166434.00","1706622.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016761932","11/29/2016 12:00:00 AM","11/29/2016 12:00:00 AM","11/29/2016 12:00:00 AM","1100 S KALAMATH ST                                ","3140699.00","1678946.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016772337","12/4/2016 12:00:00 AM","12/4/2016 12:00:00 AM","12/4/2016 12:00:00 AM","5098 N PARIS ST                                   ","3183095.00","1713480.00","5","511","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201677580","2/6/2016 12:00:00 AM","2/6/2016 12:00:00 AM","2/6/2016 12:00:00 AM","260 N BROADWAY ST                                 ","3144270.00","1687727.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016778898","12/7/2016 12:00:00 AM","12/7/2016 12:00:00 AM","12/7/2016 12:00:00 AM","4105 N JASON ST                                   ","3140597.00","1706917.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016788531","12/11/2016 12:00:00 AM","12/11/2016 12:00:00 AM","12/11/2016 12:00:00 AM","505 W 40TH AVE                                    ","3142219.00","1706451.00","1","112","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201679396","2/6/2016 12:00:00 AM","2/7/2016 12:00:00 AM","2/7/2016 12:00:00 AM","3060 N CLAYTON ST                                 ","3153353.00","1702371.00","2","213","2204    ","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","","","",""
"2016794394","12/13/2016 12:00:00 AM","12/13/2016 12:00:00 AM","12/13/2016 12:00:00 AM","1135 S JASON ST                                   ","3140880.00","1678789.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201679518","2/7/2016 12:00:00 AM","2/7/2016 12:00:00 AM","2/7/2016 12:00:00 AM","3995 E 50TH AVE                                   ","3156921.00","1712528.00","2","212","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016801829","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","120 S KALAMATH ST                                 ","3140719.00","1685494.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016801990","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","3819 N QUENTIN ST                                 ","3184092.00","1705932.00","5","512","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016802332","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","12/17/2016 12:00:00 AM","4 S SANTA FE DR                                   ","3141148.00","1686225.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016803636","12/18/2016 12:00:00 AM","1/1/1900 12:00:00 AM","12/18/2016 12:00:00 AM","1055 S FOX ST                                     ","3142161.00","1679300.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2016810351","12/21/2016 12:00:00 AM","12/21/2016 12:00:00 AM","12/21/2016 12:00:00 AM","432 S BROADWAY ST                                 ","3144200.00","1683431.00","3","312","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"201681275","2/7/2016 12:00:00 AM","2/7/2016 12:00:00 AM","2/8/2016 12:00:00 AM","E 33RD AVE / N NEWPORT ST                         ","3166025.00","1703647.00","2","221","1205    ","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2016816029","12/24/2016 12:00:00 AM","12/24/2016 12:00:00 AM","12/24/2016 12:00:00 AM","1011 W 45TH AVE                                   ","3140619.00","1708906.00","1","112","2999    ","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","","","",""
"20168174","1/4/2016 12:00:00 AM","1/4/2016 12:00:00 AM","1/5/2016 12:00:00 AM","2617 W EVANS AVE                                  ","3135509.00","1672647.00","4","422","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2016819229","12/26/2016 12:00:00 AM","12/26/2016 12:00:00 AM","12/26/2016 12:00:00 AM","1810 S BROADWAY ST                                ","3144329.00","1674322.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"20168307","1/4/2016 12:00:00 AM","1/4/2016 12:00:00 AM","1/5/2016 12:00:00 AM","777 N CANOSA CT                                   ","3134946.00","1690779.00","1","122","2205    ","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","","","",""
"201684696","2/9/2016 12:00:00 AM","2/9/2016 12:00:00 AM","2/9/2016 12:00:00 AM","2001 S BROADWAY ST                                ","3144120.00","1673026.00","3","313","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"201688926","2/8/2016 12:00:00 AM","2/8/2016 12:00:00 AM","2/11/2016 12:00:00 AM","1755 S BROADWAY ST                                ","3144171.00","1674691.00","3","313","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"201690330","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2193 W EVANS AVE                                  ","3137109.00","1672567.00","4","422","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201690495","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","3100 BLAKE ST                                     ","3145964.00","1703803.00","2","211","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201690619","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","755 S FEDERAL BLVD                                ","3133515.00","1681258.00","4","412","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201691036","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2/12/2016 12:00:00 AM","2645 S SANTA FE DR                                ","3141468.00","1668820.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201695696","2/14/2016 12:00:00 AM","2/14/2016 12:00:00 AM","2/14/2016 12:00:00 AM","2330 N BROADWAY ST                                ","3144218.00","1700270.00","6","621","2202    ","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","","","",""
"201696946","2/14/2016 12:00:00 AM","2/15/2016 12:00:00 AM","2/15/2016 12:00:00 AM","6666 E STAPLETON S DR                             ","3165497.00","1708664.00","2","221","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201698891","2/16/2016 12:00:00 AM","2/16/2016 12:00:00 AM","2/16/2016 12:00:00 AM","74 N FEDERAL BLVD                                 ","3133707.00","1686718.00","4","411","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"201699991","2/16/2016 12:00:00 AM","2/16/2016 12:00:00 AM","2/16/2016 12:00:00 AM","183 W ALAMEDA AVE                                 ","3142935.00","1684444.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017103812","2/8/2017 12:00:00 AM","2/8/2017 12:00:00 AM","2/14/2017 12:00:00 AM","4935 N YORK ST                                    ","3151484.00","1711832.00","2","212","2308    ","THEFT - FROM BLDG","Larceny","INDUSTRY","","","",""
"2017108633","1/25/2017 12:00:00 AM","1/25/2017 12:00:00 AM","2/16/2017 12:00:00 AM","3955 N ONEIDA ST                                  ","3166434.00","1706622.00","2","221","2303    ","THEFT - SHOPLIFT","Larceny","INDUSTRY","","","",""
"2017112609","2/18/2017 12:00:00 AM","2/18/2017 12:00:00 AM","2/18/2017 12:00:00 AM","665 N KALAMATH ST                                 ","3140468.00","1690010.00","1","123","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017117192","2/20/2017 12:00:00 AM","2/20/2017 12:00:00 AM","2/20/2017 12:00:00 AM","2209 W 32ND AVE                                   ","3136866.00","1702905.00","1","113","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017121252","2/21/2017 12:00:00 AM","1/1/1900 12:00:00 AM","2/21/2017 12:00:00 AM","2748 W ALAMEDA AVE                                ","3134512.00","1684158.00","4","412","2399    ","THEFT - OTHER","Larceny","INDUSTRY","","","",""
"2017131638","2/26/2017 12:00:00 AM","2/26/2017 12:00:00 AM","2/26/2017 12:00:00 AM","2390 S BROADWAY ST                                ","3144264.00","1670566.00","3","313","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017131868","2/26/2017 12:00:00 AM","2/26/2017 12:00:00 AM","2/26/2017 12:00:00 AM","5201 W 48TH AVE                                   ","3125451.00","1710769.00","1","111","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017135947","2/28/2017 12:00:00 AM","2/28/2017 12:00:00 AM","2/28/2017 12:00:00 AM","2707 W 38TH AVE                                   ","3134692.00","1705493.00","1","111","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017136467","2/27/2017 12:00:00 AM","2/27/2017 12:00:00 AM","2/28/2017 12:00:00 AM","2209 W 32ND AVE                                   ","3136866.00","1702905.00","1","113","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017146136","3/4/2017 12:00:00 AM","3/4/2017 12:00:00 AM","3/4/2017 12:00:00 AM","735 W BAYAUD AVE                                  ","3141364.00","1685836.00","3","311","2203    ","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","","","",""
"2017149809","3/5/2017 12:00:00 AM","3/5/2017 12:00:00 AM","3/6/2017 12:00:00 AM","4551 N LOGAN ST                                   ","3145386.00","1709148.00","1","112","1208    ","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","","","",""
"2017151765","3/6/2017 12:00:00 AM","3/6/2017 12:00:00 AM","3/6/2017 12:00:00 AM","2207 N HOOKER ST                                  ","3132526.00","1698468.00","1","121","3563    ","DRUG - MARIJUANA CULTIVATION","Drug Offenses","NON-INDUSTRY","","","",""
"2017151765","3/6/2017 12:00:00 AM","3/6/2017 12:00:00 AM","3/6/2017 12:00:00 AM","2207 N HOOKER ST                                  ","3132526.00","1698468.00","1","121","2202    ","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","","","",""
